Column1,A,B,C,D,E,F,G,result,month,year,time
130,23-01-2016 12:00,23-01-2016,97528ad1-413e-461a-9083-188da333c9e1,c34f5d02-7ab5-433c-903a-f7abedf6929f,BANK_TRANSFER,EUR,212.84,38,1.0,2016.0,12:00:00
131,24-01-2016 06:24,24-01-2016,4eb205ee-5d70-49a4-9212-df2e754b8b67,865c59eb-1f22-47fe-8828-85d6521ed11a,CARD_PAYMENT,EUR,3.81,12,1.0,2016.0,06:24:00
132,24-01-2016 06:39,24-01-2016,adae73e0-a036-4bc4-b202-c220554e49c8,b39a044e-ab91-4c57-878f-461eb1caf58c,TOPUP,GBP,335.69,17,1.0,2016.0,06:39:00
133,24-01-2016 08:31,24-01-2016,e51b9b9f-ce17-4e1d-a062-95bea5f02062,96fefe74-47e8-459f-b64a-7855d0bcc14f,CARD_PAYMENT,GBP,251.23,1,1.0,2016.0,08:31:00
134,24-01-2016 10:11,24-01-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,3c926d2a-a550-4849-9b3f-c4e6d456b3de,CARD_PAYMENT,EUR,95.96,52,1.0,2016.0,10:11:00
135,24-01-2016 11:46,24-01-2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,ec06127b-6624-41ab-bf1d-b531aec7c34f,BANK_TRANSFER,GBP,189.01,65,1.0,2016.0,11:46:00
136,24-01-2016 15:05,24-01-2016,c2f3d45d-3d6e-4b6c-8004-4281fca31f97,b9c53f36-c984-40cf-8956-7371567aaa0e,TOPUP,EUR,270.98,12,1.0,2016.0,15:05:00
137,24-01-2016 18:05,24-01-2016,3c29bb7f-b4fe-42a3-b9c7-84f95e3a1e61,3b2a67c1-ef31-48be-bd4e-527873138e89,BANK_TRANSFER,GBP,3,8,1.0,2016.0,18:05:00
138,24-01-2016 21:19,24-01-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,6763f036-8078-42f9-adaa-707c1594ef55,TOPUP,GBP,169.13,58,1.0,2016.0,21:19:00
139,25-01-2016 01:23,25-01-2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,d18671de-c1bd-4d19-91f6-bd35d7081b00,P2P_TRANSFER,GBP,120.75,18,1.0,2016.0,01:23:00
140,25-01-2016 11:45,25-01-2016,fad08284-643f-4597-a253-d9a2dc5cfba3,7c755cd1-efd3-434f-bd93-65256a976863,CARD_PAYMENT,EUR,245.84,3,1.0,2016.0,11:45:00
141,25-01-2016 13:12,25-01-2016,678b74b3-34cd-426f-98e2-efafa56826e6,22893848-07b2-456b-9622-b1eb21dd0b20,P2P_TRANSFER,GBP,181.54,48,1.0,2016.0,13:12:00
142,25-01-2016 21:38,25-01-2016,4f08e235-9549-4eb4-9949-8cb81d55e6a7,d89a9268-8b88-48da-abdc-9c50954c5149,TOPUP,EUR,239.83,3,1.0,2016.0,21:38:00
143,25-01-2016 21:47,25-01-2016,e3872a8d-e04d-4bba-a30d-9fefef8535d0,026a8297-b13b-403c-bf11-7c1ed6df20f0,CARD_PAYMENT,GBP,16.92,4,1.0,2016.0,21:47:00
144,25-01-2016 22:18,25-01-2016,71aa9559-601d-43a8-bee0-352862ebb72a,8257bbf1-d590-41de-9d14-c4bc2cb5645e,BANK_TRANSFER,GBP,57.33,13,1.0,2016.0,22:18:00
145,25-01-2016 22:18,25-01-2016,71aa9559-601d-43a8-bee0-352862ebb72a,4dcd75d3-5913-4398-a201-8b9768d05ad5,TOPUP,GBP,162.48,13,1.0,2016.0,22:18:00
146,25-01-2016 22:27,25-01-2016,764cdb35-5d5c-40b6-981c-8b0aee422325,4e27f400-23a1-432f-a32c-7d5d7d2042da,TOPUP,EUR,151.75,3,1.0,2016.0,22:27:00
147,25-01-2016 22:28,25-01-2016,764cdb35-5d5c-40b6-981c-8b0aee422325,8dd799ed-55fa-40bb-8f96-4d23c355229d,ATM,GBP,341.38,3,1.0,2016.0,22:28:00
148,26-01-2016 01:08,26-01-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,d9d516d0-886f-4f80-a53b-7dba36ca5f10,BANK_TRANSFER,EUR,184.13,58,1.0,2016.0,01:08:00
149,26-01-2016 02:34,26-01-2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,6350a379-8eab-4d57-8857-5ccd08fb4c48,CARD_PAYMENT,EUR,251.55,18,1.0,2016.0,02:34:00
150,26-01-2016 05:45,26-01-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,36631654-00cc-4c58-a33d-3f3d915cbd7c,TOPUP,GBP,250.86,43,1.0,2016.0,05:45:00
151,26-01-2016 07:49,26-01-2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,efc40f64-abc1-4053-bfb4-230dbbc108fc,ATM,GBP,176.61,65,1.0,2016.0,07:49:00
152,26-01-2016 07:57,26-01-2016,0775525b-c2a3-469b-a09f-a6b94db3f155,d80ca1d3-8cd1-48de-8079-620f6bf0b364,TOPUP,GBP,134.28,13,1.0,2016.0,07:57:00
153,26-01-2016 15:14,26-01-2016,6b80d5bf-a537-4b39-aeb3-06c80f0284f5,dcf1f4f0-51c8-4604-8521-93bdfe40bd13,TOPUP,EUR,334.43,8,1.0,2016.0,15:14:00
154,26-01-2016 15:16,26-01-2016,6b80d5bf-a537-4b39-aeb3-06c80f0284f5,36ff013d-60c0-499a-bb87-e236425b207f,CARD_PAYMENT,EUR,282.89,8,1.0,2016.0,15:16:00
155,26-01-2016 17:25,26-01-2016,aed21f21-111d-4efd-b114-b08c24f6dd18,ab5817ca-cbb7-42a4-8c9a-7f5cd2570505,CARD_PAYMENT,EUR,37.66,40,1.0,2016.0,17:25:00
156,26-01-2016 21:45,26-01-2016,7fa6b2d3-f103-4010-9196-0cb5db511dd3,478991c4-51c8-470c-bc49-7f63dedb8ce2,CARD_PAYMENT,GBP,39.08,3,1.0,2016.0,21:45:00
157,27-01-2016 00:51,27-01-2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,cb1f30d3-1fac-413a-93fb-7bc3f4e34a76,CARD_PAYMENT,EUR,182.06,18,1.0,2016.0,00:51:00
158,27-01-2016 08:55,27-01-2016,0e52e8a5-805e-4636-b18f-ee25c870dcf7,9a0a09c2-e8b2-402e-9fde-599e462bb77c,BANK_TRANSFER,EUR,133.31,9,1.0,2016.0,08:55:00
159,27-01-2016 09:11,27-01-2016,97528ad1-413e-461a-9083-188da333c9e1,840ec563-8af0-483a-9957-497437b5482d,TOPUP,EUR,17.53,38,1.0,2016.0,09:11:00
160,27-01-2016 09:50,27-01-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,8ffeb0ad-351d-442b-9a01-1912010389d0,BANK_TRANSFER,EUR,229.52,43,1.0,2016.0,09:50:00
161,27-01-2016 09:58,27-01-2016,97528ad1-413e-461a-9083-188da333c9e1,30b6b5cd-3cb5-4b15-bbe2-dd65a3684ede,BANK_TRANSFER,GBP,74.19,38,1.0,2016.0,09:58:00
162,27-01-2016 12:13,27-01-2016,0775525b-c2a3-469b-a09f-a6b94db3f155,38246212-1ecd-4681-ba05-28b8d805693d,TOPUP,EUR,348.57,13,1.0,2016.0,12:13:00
163,27-01-2016 12:43,27-01-2016,26e8432c-5fdb-4b67-82e6-18f341d511a1,802c8bbb-c836-4806-a7b6-44b77391acdc,TOPUP,GBP,142.07,61,1.0,2016.0,12:43:00
164,27-01-2016 13:25,27-01-2016,bdeb1766-26cd-49bd-91c4-17559c39cea1,589dcc77-912a-4fda-ad34-6d294136389f,BANK_TRANSFER,GBP,296.96,6,1.0,2016.0,13:25:00
165,27-01-2016 15:08,27-01-2016,be8a8ecd-f910-416a-9ced-b6647bad6d08,45f6bb6f-dd76-4317-9e74-34e7f600697d,ATM,EUR,41.8,6,1.0,2016.0,15:08:00
166,27-01-2016 17:39,27-01-2016,3c29bb7f-b4fe-42a3-b9c7-84f95e3a1e61,5f4e9e6c-2cd3-4842-972f-55e4887ac588,CARD_PAYMENT,GBP,287.89,8,1.0,2016.0,17:39:00
167,27-01-2016 21:46,27-01-2016,e3872a8d-e04d-4bba-a30d-9fefef8535d0,78bef262-b3b5-414f-adf2-bf65363a585e,CARD_PAYMENT,GBP,84.67,4,1.0,2016.0,21:46:00
168,27-01-2016 22:35,27-01-2016,96a6602f-edc3-433f-9f61-600b74df0c48,bf23837b-6083-4842-b291-5466ba18726f,BANK_TRANSFER,GBP,232.79,22,1.0,2016.0,22:35:00
169,27-01-2016 22:38,27-01-2016,66573e65-b0e1-4b2d-aab5-7b7a097c5df3,443687eb-981c-4ebb-a653-1670e1e60242,BANK_TRANSFER,GBP,271.15,14,1.0,2016.0,22:38:00
170,28-01-2016 05:46,28-01-2016,97528ad1-413e-461a-9083-188da333c9e1,10289815-4dae-47d1-a273-b51b6af3a85d,BANK_TRANSFER,GBP,56.56,38,1.0,2016.0,05:46:00
171,28-01-2016 09:48,28-01-2016,0e52e8a5-805e-4636-b18f-ee25c870dcf7,d03d1305-5991-4a21-b763-f6f167029653,ATM,EUR,230.89,9,1.0,2016.0,09:48:00
172,28-01-2016 20:56,28-01-2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,8a3a93e9-cca1-4bbf-a1d6-df7987759c84,BANK_TRANSFER,EUR,156.88,78,1.0,2016.0,20:56:00
173,28-01-2016 22:17,28-01-2016,96a6602f-edc3-433f-9f61-600b74df0c48,4c288bfb-05b2-4b09-8b2c-7541e81070e6,BANK_TRANSFER,EUR,272.61,22,1.0,2016.0,22:17:00
174,28-01-2016 22:30,28-01-2016,7fa6b2d3-f103-4010-9196-0cb5db511dd3,8f09af3e-cbe6-460b-a831-2861d5621880,BANK_TRANSFER,GBP,348.2,3,1.0,2016.0,22:30:00
175,28-01-2016 23:32,28-01-2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,1f261051-145e-4b33-9adb-b2d8e7c08f9f,TOPUP,GBP,32.86,18,1.0,2016.0,23:32:00
176,29-01-2016 00:55,29-01-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,21137a4c-5a53-4e39-8c98-698be0cc3104,BANK_TRANSFER,EUR,233.45,43,1.0,2016.0,00:55:00
177,29-01-2016 02:28,29-01-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,d701c9aa-e3c7-4e83-acfb-d0e878e7010a,ATM,GBP,130.46,43,1.0,2016.0,02:28:00
178,29-01-2016 06:36,29-01-2016,41ec9d0b-100b-4a74-9d09-534dc76967a6,a20fa498-32cc-4a03-ab47-8abb8be3e31b,BANK_TRANSFER,GBP,126.32,26,1.0,2016.0,06:36:00
179,29-01-2016 10:17,29-01-2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,9ecbfcac-e2c0-40a4-b213-48a1651f425c,CARD_PAYMENT,GBP,186.39,65,1.0,2016.0,10:17:00
180,29-01-2016 11:31,29-01-2016,fc11cccb-6a7b-444c-8bc7-158c017514ab,952619f9-7b78-4bc8-b780-b217113e5646,CARD_PAYMENT,GBP,323.53,2,1.0,2016.0,11:31:00
181,29-01-2016 13:10,29-01-2016,678b74b3-34cd-426f-98e2-efafa56826e6,9b54a6b0-abc5-48b6-90ff-586191709c31,TOPUP,GBP,45.28,48,1.0,2016.0,13:10:00
182,29-01-2016 14:21,29-01-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,0879492c-feaa-43a8-9590-d3e65ceffcb2,CARD_PAYMENT,EUR,27.86,43,1.0,2016.0,14:21:00
183,29-01-2016 14:38,29-01-2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,75360163-3954-47dc-92a4-5656006e78dc,ATM,GBP,289.96,43,1.0,2016.0,14:38:00
184,29-01-2016 14:58,29-01-2016,2b9c0ac0-e13c-44ea-83f9-14f88f5a2fae,c9d3cc3c-7c16-47f8-94bb-9c6bfcd373a6,ATM,GBP,235.66,5,1.0,2016.0,14:58:00
185,29-01-2016 15:12,29-01-2016,5e193ab4-619e-4f49-9ddf-df69eb20911c,b84e2230-8ed1-4439-aaea-1016a8ddfe63,P2P_TRANSFER,GBP,116.94,6,1.0,2016.0,15:12:00
186,29-01-2016 16:14,29-01-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,474a1239-b5b6-4535-b171-12c0b49c05b7,BANK_TRANSFER,GBP,179.21,52,1.0,2016.0,16:14:00
187,29-01-2016 20:21,29-01-2016,1a9e22bd-4cec-47c4-8196-92038ba2e603,5f18e8fc-db05-4ba0-b284-c3f94b10bdaa,ATM,EUR,206.01,21,1.0,2016.0,20:21:00
188,29-01-2016 20:59,29-01-2016,44ce4a0d-012e-4fdb-82f1-b006799b7450,a5c7d4bb-ab0b-4d48-be39-bc34a5b8d482,BANK_TRANSFER,EUR,322.85,14,1.0,2016.0,20:59:00
189,29-01-2016 21:33,29-01-2016,a0d355b2-d5c0-4a58-8cef-7362ecd78d68,7c3ea1e1-2ff3-4d37-8c3c-9e288faf9833,BANK_TRANSFER,GBP,313.89,7,1.0,2016.0,21:33:00
190,29-01-2016 23:19,29-01-2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,d1c2e7b6-8508-40e1-9025-f1c7c51076d0,TOPUP,EUR,152.48,78,1.0,2016.0,23:19:00
191,30-01-2016 06:15,30-01-2016,6eb51e3f-6e8b-45ee-bf01-82495df9c930,71978eef-9c2d-4d55-923e-d3443bbf7b06,TOPUP,EUR,122.47,12,1.0,2016.0,06:15:00
192,30-01-2016 09:28,30-01-2016,dc5e2729-0123-4f81-9750-ff4fffdcbffe,33d10170-6339-4434-a75f-0a0982764bcb,TOPUP,EUR,104.23,39,1.0,2016.0,09:28:00
193,30-01-2016 13:14,30-01-2016,5e4d2910-ece0-40d3-803c-73f341eebdb1,907f4579-8131-48a1-a352-12683a793ef6,ATM,GBP,98.78,19,1.0,2016.0,13:14:00
194,30-01-2016 16:20,30-01-2016,2b9c0ac0-e13c-44ea-83f9-14f88f5a2fae,9c4bab25-9427-430c-a87a-3fc3f02529dd,BANK_TRANSFER,EUR,348.06,5,1.0,2016.0,16:20:00
195,30-01-2016 18:22,30-01-2016,3c29bb7f-b4fe-42a3-b9c7-84f95e3a1e61,679c716c-d8fc-40dc-8b10-b6d34a29a24e,TOPUP,EUR,269.64,8,1.0,2016.0,18:22:00
196,30-01-2016 19:02,30-01-2016,6a94069c-cc53-4e82-b2eb-bc125ced3edc,72cf5612-7ae9-4f64-a22c-94b5cba456cf,ATM,EUR,140.56,40,1.0,2016.0,19:02:00
197,30-01-2016 19:03,30-01-2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,a7afd406-0bf4-4250-a68d-e2874f90243f,TOPUP,EUR,304.1,78,1.0,2016.0,19:03:00
198,30-01-2016 19:23,30-01-2016,e2b36f1f-85b4-4d89-b06d-ed6879cff089,8f3b7dff-2341-434b-9f07-f3dc3dcfe8ca,ATM,GBP,232.8,1,1.0,2016.0,19:23:00
199,30-01-2016 20:55,30-01-2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,180fac14-b7a9-4f33-99e8-df894ca3f683,CARD_PAYMENT,GBP,218.62,78,1.0,2016.0,20:55:00
200,30-01-2016 23:34,30-01-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,2ff9b953-4c2a-455b-88b2-dc6ebb96e8ae,BANK_TRANSFER,GBP,284.59,58,1.0,2016.0,23:34:00
201,31-01-2016 00:22,31-01-2016,5e4d2910-ece0-40d3-803c-73f341eebdb1,1b9594be-8430-4433-94d1-52b33eff774c,BANK_TRANSFER,GBP,92.45,19,1.0,2016.0,00:22:00
202,31-01-2016 02:00,31-01-2016,5e4d2910-ece0-40d3-803c-73f341eebdb1,1ebae29f-9685-446d-9c5d-808505d64b7c,CARD_PAYMENT,EUR,126.53,19,1.0,2016.0,02:00:00
203,31-01-2016 02:20,31-01-2016,44ce4a0d-012e-4fdb-82f1-b006799b7450,2ff45b77-8927-497f-a5a4-4de16b61d8bf,CARD_PAYMENT,GBP,289.99,14,1.0,2016.0,02:20:00
204,31-01-2016 09:24,31-01-2016,da64c6d7-6210-499c-8faa-9312bce4611d,4d161821-f754-49c4-933a-0e72430761e7,CARD_PAYMENT,EUR,148.91,6,1.0,2016.0,09:24:00
205,31-01-2016 11:48,31-01-2016,5e4d2910-ece0-40d3-803c-73f341eebdb1,48281675-bf0a-421f-aa7c-ff6264ec9873,TOPUP,GBP,41.74,19,1.0,2016.0,11:48:00
206,31-01-2016 13:06,31-01-2016,c2f3d45d-3d6e-4b6c-8004-4281fca31f97,6141025d-f158-488f-afc4-2f33febf2049,BANK_TRANSFER,GBP,178.38,12,1.0,2016.0,13:06:00
207,31-01-2016 13:43,31-01-2016,adae73e0-a036-4bc4-b202-c220554e49c8,39a6e3fa-e5b9-4097-858a-051eedc8ebd2,BANK_TRANSFER,EUR,173.22,17,1.0,2016.0,13:43:00
208,31-01-2016 15:45,31-01-2016,5e4d2910-ece0-40d3-803c-73f341eebdb1,ddb3cd7f-376b-4ed0-8827-e6e691cef021,ATM,EUR,262.34,19,1.0,2016.0,15:45:00
209,31-01-2016 18:33,31-01-2016,46172727-471c-4627-b706-1f9881a8e4d2,9a96fe18-e480-4445-9d90-cd325f90499d,ATM,GBP,33.52,46,1.0,2016.0,18:33:00
210,31-01-2016 18:52,31-01-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,a1574f3b-98c3-4ba4-bb5d-87e48b8fc242,BANK_TRANSFER,EUR,50.94,52,1.0,2016.0,18:52:00
211,31-01-2016 19:35,31-01-2016,9a7ce58d-2a26-47e7-a3ef-1003770b6ee0,bf656ff6-c53b-4756-8f9d-64b162260b9b,ATM,EUR,311.07,12,1.0,2016.0,19:35:00
212,31-01-2016 20:45,31-01-2016,8935839b-2dd8-4b04-ba7f-7aa9361358d3,5f301ac1-6e4e-4bb7-90c3-63026487ec40,ATM,EUR,53.17,3,1.0,2016.0,20:45:00
213,31-01-2016 22:08,31-01-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,c137c4b0-8a25-4aee-b85c-5f9c02941b8a,CARD_PAYMENT,EUR,297.12,85,1.0,2016.0,22:08:00
214,31-01-2016 22:22,31-01-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,6ee5fe3b-597c-455e-8168-8924d0394db0,BANK_TRANSFER,GBP,282.48,58,1.0,2016.0,22:22:00
215,31-01-2016 23:52,31-01-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,99131c03-cab1-4437-9a66-fccb701bd4d7,BANK_TRANSFER,EUR,41.86,58,1.0,2016.0,23:52:00
216,01-02-2016 02:21,01-02-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,b3e40a19-a532-459d-9133-12942d9428f2,TOPUP,GBP,170.7,43,2.0,2016.0,02:21:00
217,01-02-2016 02:40,01-02-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,d1463b33-2b74-48ee-9fd6-800e73d1fdbb,ATM,GBP,88.64,58,2.0,2016.0,02:40:00
218,01-02-2016 04:16,01-02-2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,f724490d-3f6a-43d5-9964-632a78b6ac34,TOPUP,GBP,7.06,43,2.0,2016.0,04:16:00
219,01-02-2016 06:13,01-02-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,932ab555-943a-4e28-856d-6154866f8f27,BANK_TRANSFER,GBP,47.89,58,2.0,2016.0,06:13:00
220,01-02-2016 06:27,01-02-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,1a3c1d02-b909-47ea-98e5-90d269ee7f6b,TOPUP,GBP,104.67,85,2.0,2016.0,06:27:00
221,01-02-2016 07:26,01-02-2016,6c8b333f-86e9-44a7-8fba-c8fe4ff7e78c,241633c6-2d02-4148-8fa6-95257726919b,P2P_TRANSFER,GBP,61.97,9,2.0,2016.0,07:26:00
222,01-02-2016 10:25,01-02-2016,211d631f-eefe-4b74-9d35-e8b9053579e8,6ac9c715-45c6-4973-a782-a4e537df5ea7,BANK_TRANSFER,GBP,297.08,13,2.0,2016.0,10:25:00
223,01-02-2016 13:12,01-02-2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,1808453b-4986-4ccd-8a0e-b21f43498182,BANK_TRANSFER,EUR,27.68,78,2.0,2016.0,13:12:00
224,02-02-2016 10:18,02-02-2016,2d9eed66-2287-454c-bb2e-f66c1b858766,d4f8a418-aba3-4957-8a2d-33edc835f181,BANK_TRANSFER,GBP,153.36,12,2.0,2016.0,10:18:00
225,02-02-2016 10:27,02-02-2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,2ebbc258-b5e5-45eb-a633-874c3f5237b7,P2P_TRANSFER,GBP,274.78,52,2.0,2016.0,10:27:00
226,02-02-2016 12:24,02-02-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,ab147c6f-f4a7-4290-86f5-b0e071f9d34d,BANK_TRANSFER,EUR,303.27,95,2.0,2016.0,12:24:00
227,02-02-2016 13:21,02-02-2016,6bb34b86-27a8-440d-9dba-14db73195e9f,9c290d0e-d49a-4f06-b398-63b6265a7553,TOPUP,GBP,276.93,1,2.0,2016.0,13:21:00
228,02-02-2016 14:29,02-02-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,f82c9c02-115e-4e43-87a1-75fe8f655543,TOPUP,GBP,273.57,95,2.0,2016.0,14:29:00
229,02-02-2016 14:30,02-02-2016,26e8432c-5fdb-4b67-82e6-18f341d511a1,3c519b0d-355e-4930-9ec4-93c2dd706f76,TOPUP,GBP,54.68,61,2.0,2016.0,14:30:00
230,02-02-2016 16:30,02-02-2016,adae73e0-a036-4bc4-b202-c220554e49c8,4abdba2b-429c-476e-8a54-abd82e0b917a,ATM,EUR,141.49,17,2.0,2016.0,16:30:00
231,02-02-2016 20:45,02-02-2016,3cd063b8-ec19-432c-9034-608a7bf8c1e9,3d85c5ff-a9be-4a71-b135-b4f02f34bffd,BANK_TRANSFER,GBP,263.98,10,2.0,2016.0,20:45:00
232,03-02-2016 04:47,03-02-2016,846c837d-6c52-48a3-b035-86cf236bec74,d9c7d909-059b-4272-b598-fb361fd3e0c3,CARD_PAYMENT,GBP,298.05,40,2.0,2016.0,04:47:00
233,03-02-2016 05:51,03-02-2016,9c8a1ea6-b57c-4084-ac2d-58bc339e4e86,a65c308c-4043-4b04-8832-296f2dcdce25,TOPUP,GBP,249.17,48,2.0,2016.0,05:51:00
234,03-02-2016 06:48,03-02-2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,91e9fae6-755b-4532-87a4-e524879c35a1,CARD_PAYMENT,GBP,10.44,18,2.0,2016.0,06:48:00
235,03-02-2016 13:04,03-02-2016,97528ad1-413e-461a-9083-188da333c9e1,798a320f-facd-4a8b-9c0c-f8abc614b1e2,ATM,EUR,63.62,38,2.0,2016.0,13:04:00
236,03-02-2016 16:32,03-02-2016,96a6602f-edc3-433f-9f61-600b74df0c48,e0d7bd79-58b4-43d1-bb76-fce2bdc97afd,P2P_TRANSFER,GBP,49,22,2.0,2016.0,16:32:00
237,03-02-2016 17:26,03-02-2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,51228528-373c-4b9c-9ae8-760512c2c944,TOPUP,EUR,159.79,18,2.0,2016.0,17:26:00
238,03-02-2016 20:58,03-02-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,0363859d-0a6b-4630-b15c-ccbad7ac0eab,P2P_TRANSFER,EUR,193.32,85,2.0,2016.0,20:58:00
239,03-02-2016 22:00,03-02-2016,ea86c877-ff87-4caa-8b76-3a05b89850d1,261f7e09-24a1-42f7-abf4-2da8a697a9dc,CARD_PAYMENT,GBP,334.41,15,2.0,2016.0,22:00:00
240,03-02-2016 22:36,03-02-2016,41ec9d0b-100b-4a74-9d09-534dc76967a6,75064fb9-8df7-45de-aa85-6299730e6a80,TOPUP,EUR,161.25,26,2.0,2016.0,22:36:00
241,04-02-2016 04:32,04-02-2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,acbb1305-3cfd-4d6c-af8f-c441b2cbc478,ATM,EUR,303.15,43,2.0,2016.0,04:32:00
242,04-02-2016 10:21,04-02-2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,6af3d725-5af2-454e-8c53-615e0b24e37e,BANK_TRANSFER,GBP,194.19,65,2.0,2016.0,10:21:00
243,04-02-2016 13:04,04-02-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,cf769887-1889-4537-8141-9cdbe8c96f48,BANK_TRANSFER,GBP,40.99,85,2.0,2016.0,13:04:00
244,04-02-2016 15:33,04-02-2016,41ec9d0b-100b-4a74-9d09-534dc76967a6,e5a4f03c-4c7c-45c3-be1e-addd27fe7b11,BANK_TRANSFER,GBP,292.61,26,2.0,2016.0,15:33:00
245,04-02-2016 15:34,04-02-2016,41ec9d0b-100b-4a74-9d09-534dc76967a6,57e14401-590d-474c-afcf-0e03e6632fc9,ATM,GBP,188.76,26,2.0,2016.0,15:34:00
246,04-02-2016 16:01,04-02-2016,fa89072a-a899-4528-856b-8331cb596b07,a700d153-16d6-4978-8b88-b5087038f20f,ATM,EUR,308.43,25,2.0,2016.0,16:01:00
247,04-02-2016 16:23,04-02-2016,aed21f21-111d-4efd-b114-b08c24f6dd18,734d84b9-6c2c-49fa-8f6d-9d82bf4b1977,BANK_TRANSFER,EUR,260.63,40,2.0,2016.0,16:23:00
248,04-02-2016 20:02,04-02-2016,96a6602f-edc3-433f-9f61-600b74df0c48,eff1ea0e-a236-4964-85b8-693dfa5bf736,TOPUP,GBP,251.74,22,2.0,2016.0,20:02:00
249,04-02-2016 20:37,04-02-2016,71aa9559-601d-43a8-bee0-352862ebb72a,e8474ec9-c3af-4985-aa2a-6cb9c646d4ea,ATM,GBP,238.52,13,2.0,2016.0,20:37:00
250,04-02-2016 21:10,04-02-2016,cfc95253-f390-4392-ba97-5c3f83bea345,7fe20c11-0979-4cc6-844a-9351d6a9f387,CARD_PAYMENT,GBP,172.02,25,2.0,2016.0,21:10:00
251,04-02-2016 22:22,04-02-2016,ddd339c3-ec9d-4e80-befb-00369d69232b,b4838f37-048d-4934-a457-c5acc0b89596,BANK_TRANSFER,GBP,138,22,2.0,2016.0,22:22:00
252,05-02-2016 01:32,05-02-2016,846c837d-6c52-48a3-b035-86cf236bec74,c5976761-fdaf-4fd2-9dc7-71f213bce40b,BANK_TRANSFER,EUR,138.84,40,2.0,2016.0,01:32:00
253,05-02-2016 07:23,05-02-2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,14df064c-567a-4ae8-af94-fbf4a0c0edec,P2P_TRANSFER,GBP,230.37,43,2.0,2016.0,07:23:00
254,05-02-2016 10:02,05-02-2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,f055a1da-98fb-4963-9956-e46954be18cf,CARD_PAYMENT,EUR,305.15,43,2.0,2016.0,10:02:00
255,05-02-2016 11:44,05-02-2016,6c8b333f-86e9-44a7-8fba-c8fe4ff7e78c,5c9e59af-b777-4722-ae22-1e08d4ae2661,TOPUP,EUR,120.8,9,2.0,2016.0,11:44:00
256,05-02-2016 13:18,05-02-2016,96a6602f-edc3-433f-9f61-600b74df0c48,739f3b28-a173-4fd2-a7c2-425dfcfdcb2e,CARD_PAYMENT,GBP,138.2,22,2.0,2016.0,13:18:00
257,05-02-2016 14:27,05-02-2016,6eb51e3f-6e8b-45ee-bf01-82495df9c930,99e2b623-d794-4b7b-a162-866d0cfbe883,TOPUP,GBP,117,12,2.0,2016.0,14:27:00
258,05-02-2016 16:00,05-02-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,fb5878da-8f67-404b-9eb0-bd3b3f5dbc45,ATM,GBP,214.45,85,2.0,2016.0,16:00:00
